matchYear,matchID,leftTeam,leftScore,rightTeam,rightScore,refName,leftPenalties,rightPenalties
2013,53,Kings,24,Chiefs,35,Stuart Berry,7,11
2013,54,Crusaders,41,Bulls,19,Chris Pollock,8,8
2013,55,Reds,12,Force,19,Angus Gardner,9,8
2013,56,Sharks,10,Brumbies,29,Jonathan Kaplan,8,10
2013,61,Chiefs,19,Highlanders,7,Jonathon White,10,8
2013,62,Crusaders,55,Kings,20,Rohan Hoffmann,7,8
2013,63,Reds,23,Bulls,18,James Leckie,11,12
2013,64,Force,10,Cheetahs,19,Garratt Williamson,11,10
2013,65,Sharks,64,Rebels,7,Lourens van der merwe,8,12
2013,66,Stormers,35,Brumbies,22,Glen Jackson,10,9
2013,67,Waratahs,30,Blues,27,Francisco Pastrana,8,12
2013,71,Highlanders,33,Reds,34,Jaco Peyper,7,11
2013,72,Hurricanes,46,Kings,30,Nick Briant,11,8
2013,73,Chiefs,23,Blues,16,Jonathan Kaplan,11,8
2013,74,Brumbies,23,Bulls,20,Jonathon White,11,14
2013,75,Cheetahs,34,Rebels,16,Glen Jackson,7,6
2013,76,Stormers,14,Crusaders,19,Craig Joubert,10,8
2013,77,Waratahs,23,Force,19,Steve Walsh,11,12
2013,81,Blues,29,Highlanders,18,Steve Walsh,9,9
2013,82,Brumbies,28,Kings,28,Jaco Peyper,10,15
2013,83,Sharks,21,Crusaders,17,Lourens van der merwe,9,12
2013,84,Hurricanes,41,Waratahs,29,Jonathan Kaplan,8,8
2013,85,Force,23,Rebels,30,Michael Fraser,4,12
2013,86,Cheetahs,26,Stormers,24,Stuart Berry,10,7
2013,91,Highlanders,19,Brumbies,30,Chris Pollock,7,13
2013,92,Chiefs,23,Reds,31,Steve Walsh,9,8
2013,93,Blues,28,Hurricanes,6,Jaco Peyper,12,8
2013,94,Rebels,27,Kings,30,Andrew Lees,8,8
2013,95,Force,16,Crusaders,14,Jonathan Kaplan,7,10
2013,96,Stormers,22,Sharks,15,Craig Joubert,11,9
2013,97,Bulls,26,Cheetahs,20,Jason Jaftha,12,5
2013,101,Hurricanes,22,Force,16,Nick Briant,13,7
2013,102,Waratahs,25,Chiefs,20,Craig Joubert,10,8
2013,103,Crusaders,24,Highlanders,8,Garratt Williamson,8,12
2013,104,Reds,19,Brumbies,19,Glen Jackson,6,17
2013,105,Sharks,6,Cheetahs,12,Jonathon White,5,5
2013,106,Kings,0,Bulls,34,Francisco Pastrana,9,7
2013,111,Hurricanes,16,Stormers,18,Steve Walsh,9,5
2013,112,Reds,12,Blues,11,Craig Joubert,5,9
2013,113,Chiefs,37,Sharks,29,Chris Pollock,8,7
2013,114,Brumbies,41,Force,7,Angus Gardner,16,7
2013,115,Bulls,30,Waratahs,19,Francisco Pastrana,9,10
2013,116,Cheetahs,26,Kings,12,Jonathon White,13,12
2013,117,Crusaders,30,Rebels,26,Nick Briant,7,12
2013,121,Blues,18,Stormers,17,Glen Jackson,10,10
2013,122,Rebels,33,Chiefs,39,Garratt Williamson,7,6
2013,123,Highlanders,25,Sharks,22,Steve Walsh,11,11
2013,124,Force,11,Reds,11,Rohan Hoffmann,9,9
2013,125,Kings,10,Waratahs,72,Jonathan Kaplan,7,8
2013,126,Bulls,48,Hurricanes,14,Lourens van der Merwe,7,13
2013,127,Brumbies,23,Crusaders,30,Craig Joubert,8,8
2013,131,Chiefs,22,Force,21,Michael Fraser,8,13
2013,132,Reds,32,Sharks,17,Glen Jackson,11,3
2013,133,Cheetahs,34,Hurricanes,39,Stuart Berry,6,13
2013,134,Blues,36,Rebels,32,Garratt Williamson,12,4
2013,135,Waratahs,21,Stormers,15,Chris Pollock,6,9
2013,136,Kings,34,Highlanders,27,Jason Jaftha,7,11
2013,141,Hurricanes,12,Chiefs,17,Lourens van der merwe,10,10
2013,142,Rebels,30,Stormers,21,Michael Fraser,6,9
2013,143,Force,13,Sharks,23,James Leckie,10,9
2013,144,Crusaders,23,Blues,3,Glen Jackson,7,11
2013,145,Waratahs,28,Brumbies,22,Steve Walsh,7,11
2013,146,Bulls,35,Highlanders,18,Jaco Peyper,11,14
2013,147,Cheetahs,27,Reds,13,Craig Joubert,12,9
2013,151,Chiefs,28,Crusaders,19,Steve Walsh,8,9
2013,152,Rebels,24,Waratahs,22,Garratt Williamson,9,8
2013,153,Blues,13,Brumbies,20,Lourens van der merwe,9,7
2013,154,Force,19,Highlanders,18,Andrew Lees,10,9
2013,155,Kings,22,Cheetahs,34,Stuart Berry,9,11
2013,156,Stormers,20,Reds,15,Jaco Peyper,10,10
2013,157,Sharks,16,Bulls,18,Jonathan Kaplan,9,9
2013,161,Crusaders,23,Waratahs,22,Glen Jackson,8,11
2013,162,Brumbies,30,Hurricanes,23,Jaco Peyper,12,13
2013,163,Highlanders,38,Blues,28,Jonathon White,10,10
2013,164,Reds,33,Rebels,20,James Leckie,11,6
2013,165,Stormers,19,Kings,11,Craig Joubert,9,8
2013,166,Cheetahs,25,Bulls,30,Jason Jaftha,6,11
2013,171,Brumbies,39,Rebels,17,Rohan Hoffmann,7,2
2013,172,Force,13,Waratahs,28,Angus Gardner,7,10
2013,181,Chiefs,34,Hurricanes,22,Garratt Williamson,6,8
2013,182,Highlanders,12,Crusaders,40,Steve Walsh,10,10
2013,183,Sharks,22,Blues,20,Jaco Peyper,5,12
2013,184,Bulls,48,Kings,18,Lourens van der merwe,9,10
2013,185,Stormers,28,Cheetahs,3,Stuart Berry,5,12
2013,191,Crusaders,43,Chiefs,15,Jonathon White,10,9
2013,192,Hurricanes,44,Highlanders,49,Michael Fraser,10,13
2013,193,Cheetahs,34,Blues,13,Jaco Peyper,5,12
2013,194,Kings,12,Stormers,24,Lourens van der merwe,19,9
2013,195,Bulls,20,Sharks,19,Jason Jaftha,13,6
2013,201,Crusaders,25,Hurricanes,17,Glen Jackson,7,9
2013,202,Rebels,38,Highlanders,37,Andrew Lees,6,7
2013,203,Blues,16,Chiefs,26,Chris Pollock,8,12
2013,204,Waratahs,12,Reds,14,Steve Walsh,11,6
2013,205,Force,21,Brumbies,15,Rohan Hoffmann,9,6
2013,206,Sharks,58,Kings,13,Jonathan Kaplan,12,8
2013,207,Stormers,30,Bulls,13,Craig Joubert,15,9
2013,212,Crusaders,38,Reds,9,Jaco Peyper,10,6
2013,211,Brumbies,15,Cheetahs,13,Glen Jackson,9,14
2013,221,Chiefs,20,Crusaders,19,Steve Walsh,6,9
2013,222,Bulls,23,Brumbies,26,Craig Joubert,7,11
2013,231,Chiefs,27,Brumbies,22,Craig Joubert,10,13
2014,11,Cheetahs,20,Lions,21,Craig Joubert,9,12
2014,12,Sharks,31,Bulls,16,Jaco Peyper,14,13
2014,21,Crusaders,10,Chiefs,18,Chris Pollock,8,15
2014,22,Cheetahs,15,Bulls,9,Stuart Berry,12,7
2014,23,Highlanders,29,Blues,21,Garratt Williamson,12,8
2014,24,Brumbies,17,Reds,27,James Leckie,11,14
2014,25,Sharks,27,Hurricanes,9,Andrew Lees,11,11
2014,26,Lions,34,Stormers,10,Jaco Peyper,13,9
2014,27,Waratahs,43,Force,21,Rohan Hoffmann,15,8
2014,31,Blues,35,Crusaders,24,Michael Fraser,12,8
2014,32,Rebels,35,Cheetahs,14,Angus Gardner,11,8
2014,33,Stormers,19,Hurricanes,18,Steve Walsh,10,11
2014,34,Chiefs,21,Highlanders,19,Rohan Hoffmann,11,6
2014,35,Waratahs,32,Reds,5,Glen Jackson,13,13
2014,36,Force,14,Brumbies,27,Nick Briant,10,13
2014,37,Bulls,25,Lions,17,Chris Pollock,8,11
2014,41,Hurricanes,21,Brumbies,29,Craig Joubert,7,10
2014,42,Reds,43,Cheetahs,33,Garratt Williamson,13,10
2014,43,Crusaders,14,Stormers,13,Rohan Hoffmann,11,12
2014,44,Force,32,Rebels,7,Nick Briant,8,11
2014,45,Bulls,38,Blues,22,Andrew Lees,10,9
2014,46,Sharks,37,Lions,23,Jaco Peyper,14,8
2014,51,Chiefs,36,Stormers,20,Craig Joubert,11,6
2014,52,Rebels,19,Crusaders,25,James Leckie,12,9
2014,53,Hurricanes,60,Cheetahs,27,Angus Gardner,8,8
2014,54,Highlanders,29,Force,31,Glen Jackson,5,13
2014,55,Brumbies,28,Waratahs,23,Jaco Peyper,15,9
2014,56,Lions,39,Blues,36,Stuart Berry,10,13
2014,57,Sharks,35,Reds,20,Lourens van der merwe,10,15
2014,61,Highlanders,35,Hurricanes,31,Nick Briant,13,12
2014,62,Waratahs,32,Rebels,8,Jaco Peyper,11,10
2014,63,Blues,40,Cheetahs,30,Francisco Pastrana,12,10
2014,64,Brumbies,25,Stormers,15,Glen Jackson,11,11
2014,65,Force,18,Chiefs,15,Lourens van der merwe,10,9
2014,66,Lions,23,Reds,20,Stuart Berry,4,16
2014,67,Bulls,23,Sharks,19,Michael Fraser,10,7
2014,71,Crusaders,26,Hurricanes,29,Nick Briant,9,11
2014,72,Rebels,32,Brumbies,24,Jaco Peyper,9,11
2014,73,Blues,30,Highlanders,12,Steve Walsh,8,13
2014,74,Reds,22,Stormers,17,Chris Pollock,7,9
2014,75,Bulls,34,Chiefs,34,Craig Joubert,7,12
2014,76,Sharks,32,Waratahs,10,Michael Fraser,9,20
2014,81,Highlanders,33,Rebels,30,Chris Pollock,10,14
2014,82,Brumbies,26,Blues,9,Rohan Hoffmann,13,8
2014,83,Hurricanes,25,Bulls,20,Steve Walsh,10,8
2014,84,Reds,29,Force,32,Garratt Williamson,9,10
2014,85,Cheetahs,43,Chiefs,43,Craig Joubert,12,13
2014,86,Lions,7,Crusaders,28,Marius van der Westhuizen,8,7
2014,87,Stormers,11,Waratahs,22,Glen Jackson,11,15
2014,91,Highlanders,27,Bulls,20,Rohan Hoffmann,14,7
2014,92,Reds,20,Brumbies,23,Steve Walsh,7,6
2014,93,Chiefs,22,Rebels,16,Matt O'brien,15,8
2014,94,Force,28,Waratahs,16,Angus Gardner,9,12
2014,95,Cheetahs,31,Crusaders,52,Glen Jackson,8,7
2014,96,Lions,12,Sharks,25,Craig Joubert,14,12
2014,101,Hurricanes,39,Blues,20,Nick Briant,12,6
2014,102,Rebels,22,Force,16,Andrew Lees,9,13
2014,103,Chiefs,17,Crusaders,18,Garratt Williamson,13,9
2014,104,Waratahs,19,Bulls,12,Rohan Hoffmann,9,12
2014,105,Sharks,19,Cheetahs,8,Jaco Peyper,9,14
2014,106,Stormers,18,Lions,3,Stuart Berry,20,12
2014,111,Blues,21,Waratahs,13,Chris Pollock,14,8
2014,112,Brumbies,41,Chiefs,23,Steve Walsh,11,11
2014,113,Sharks,18,Highlanders,34,Jaco Peyper,7,15
2014,114,Hurricanes,35,Reds,21,Michael Fraser,6,6
2014,115,Force,15,Bulls,9,Angus Gardner,6,11
2014,116,Cheetahs,35,Stormers,22,Craig Joubert,7,9
2014,121,Blues,44,Reds,14,Nick Briant,10,12
2014,122,Rebels,16,Sharks,22,Andrew Lees,9,9
2014,123,Crusaders,40,Brumbies,20,Glen Jackson,9,12
2014,124,Chiefs,38,Lions,8,Chris Pollock,11,7
2014,125,Waratahs,39,Hurricanes,30,Steve Walsh,8,7
2014,126,Stormers,29,Highlanders,28,Craig Joubert,3,12
2014,127,Bulls,26,Cheetahs,21,Marius van der westhuizen,9,13
2014,131,Chiefs,32,Blues,20,Michael Fraser,15,7
2014,132,Rebels,15,Hurricanes,25,Matt O'brien,12,11
2014,133,Highlanders,23,Lions,22,Angus Gardner,13,8
2014,134,Brumbies,16,Sharks,9,Glen Jackson,10,12
2014,135,Cheetahs,16,Force,23,Chris Pollock,8,14
2014,136,Bulls,28,Stormers,12,Craig Joubert,7,11
2014,137,Reds,29,Crusaders,57,Jaco Peyper,9,9
2014,141,Hurricanes,16,Highlanders,18,Jaco Peyper,10,9
2014,142,Crusaders,25,Sharks,30,Rohan Hoffmann,9,16
2014,143,Reds,27,Rebels,30,Steve Walsh,8,12
2014,144,Stormers,24,Force,8,Chris Pollock,11,16
2014,145,Cheetahs,27,Brumbies,21,Marius van der westhuizen,13,9
2014,146,Waratahs,41,Lions,13,Nick Briant,13,9
2014,151,Blues,23,Sharks,29,Nick Briant,9,13
2014,152,Rebels,19,Waratahs,41,Rohan Hoffmann,13,10
2014,157,Bulls,44,Brumbies,23,Craig Joubert,10,13
2014,153,Highlanders,30,Crusaders,32,Glen Jackson,6,10
2014,154,Hurricanes,45,Chiefs,8,Angus Gardner,9,13
2014,155,Force,29,Lions,19,Steve Walsh,9,6
2014,156,Stormers,33,Cheetahs,0,Stuart Berry,14,14
2014,161,Crusaders,30,Force,7,Michael Fraser,7,20
2014,162,Reds,38,Highlanders,31,Andrew Lees,9,8
2014,163,Chiefs,17,Waratahs,33,Chris Pollock,12,9
2014,164,Blues,37,Hurricanes,24,Garratt Williamson,9,8
2014,165,Brumbies,37,Rebels,10,Steve Walsh,10,8
2014,166,Lions,32,Bulls,21,Craig Joubert,7,12
2014,167,Sharks,19,Stormers,21,Jaco Peyper,11,10
2014,171,Highlanders,29,Chiefs,25,Garratt Williamson,8,12
2014,172,Rebels,20,Reds,36,Angus Gardner,13,10
2014,173,Hurricanes,16,Crusaders,9,Michael Fraser,13,8
2014,174,Waratahs,39,Brumbies,8,Steve Walsh,7,13
2014,175,Force,14,Blues,40,Rohan Hoffmann,8,14
2014,181,Chiefs,24,Hurricanes,16,Nick Briant,10,9
2014,182,Lions,34,Rebels,17,Jaco Peyper,5,13
2014,183,Crusaders,21,Blues,13,Glen Jackson,9,11
2014,184,Force,30,Reds,20,Angus Gardner,10,6
2014,185,Stormers,16,Bulls,0,Craig Joubert,12,17
2014,186,Cheetahs,27,Sharks,20,Rohan Hoffmann,18,9
2014,187,Waratahs,44,Highlanders,16,Steve Walsh,10,8
2014,191,Blues,8,Chiefs,11,Glen Jackson,7,16
2014,192,Brumbies,47,Force,25,Steve Walsh,11,10
2014,193,Bulls,40,Rebels,7,Rohan Hoffmann,8,16
2014,194,Crusaders,34,Highlanders,8,Craig Joubert,11,14
2014,195,Reds,3,Waratahs,34,Michael Fraser,11,12
2014,196,Lions,60,Cheetahs,25,Marius van der westhuizen,11,12
2014,197,Stormers,10,Sharks,34,Jaco Peyper,12,14
2014,201,Brumbies,32,Chiefs,30,Craig Joubert,9,9
2014,202,Sharks,31,Highlanders,27,Steve Walsh,6,13
2014,211,Crusaders,38,Sharks,6,Glen Jackson,13,7
2014,212,Waratahs,26,Brumbies,8,Jaco Peyper,16,10
2014,221,Waratahs,33,Crusaders,32,Craig Joubert,13,10
2015,11,Crusaders,10,Rebels,20,Nick Briant,12,13
2015,12,Brumbies,47,Reds,3,Angus Gardner,8,17
2015,13,Lions,8,Hurricanes,22,Rohan Hoffmann,9,13
2015,14,Blues,18,Chiefs,23,Chris Pollock,7,11
2015,15,Sharks,29,Cheetahs,35,Andrew Lees,12,12
2015,16,Bulls,17,Stormers,29,Jaco Peyper,10,10
2015,17,Waratahs,13,Force,25,Steve Walsh,9,11
2015,21,Chiefs,19,Brumbies,17,Steve Walsh,14,7
2015,22,Rebels,28,Waratahs,38,Angus Gardner,7,9
2015,23,Bulls,13,Hurricanes,17,Andrew Lees,12,7
2015,24,Highlanders,20,Crusaders,26,Ben O'keeffe,11,9
2015,25,Reds,18,Force,6,Nick Briant,7,14
2015,26,Stormers,27,Blues,16,Craig Joubert,7,17
2015,27,Sharks,29,Lions,12,Rohan Hoffmann,9,10
2015,31,Highlanders,20,Reds,13,Glen Jackson,9,11
2015,32,Force,13,Hurricanes,42,Marius van der westhuizen,7,12
2015,33,Cheetahs,25,Blues,24,Rohan Hoffmann,7,11
2015,34,Chiefs,40,Crusaders,16,Michael Fraser,10,12
2015,35,Rebels,15,Brumbies,20,Steve Walsh,11,12
2015,36,Bulls,43,Sharks,35,Jaco Van heerden,13,11
2015,37,Lions,19,Stormers,22,Andrew Lees,11,10
2015,41,Chiefs,17,Highlanders,20,Nick Briant,9,16
2015,42,Brumbies,27,Force,15,Marius van der westhuizen,7,8
2015,43,Blues,10,Lions,13,Matt O'brien,12,9
2015,44,Reds,5,Waratahs,23,Glen Jackson,12,17
2015,45,Cheetahs,20,Bulls,39,Stuart Berry,11,12
2015,46,Stormers,29,Sharks,13,Jaco Peyper,7,14
2015,51,Hurricanes,30,Blues,23,Glen Jackson,14,7
2015,52,Force,17,Rebels,21,Rohan Hoffmann,9,9
2015,53,Crusaders,34,Lions,6,Nick Briant,11,14
2015,54,Highlanders,26,Waratahs,19,Craig Joubert,9,7
2015,55,Reds,0,Brumbies,29,Andrew Lees,12,6
2015,56,Stormers,19,Chiefs,28,Jaco Peyper,11,12
2015,57,Cheetahs,10,Sharks,27,Chris Pollock,6,16
2015,61,Highlanders,13,Hurricanes,20,Ben O'keeffe,12,10
2015,62,Rebels,16,Lions,20,Michael Fraser,8,7
2015,63,Crusaders,57,Cheetahs,14,Andrew Lees,9,12
2015,64,Bulls,25,Force,24,Nick Briant,10,22
2015,65,Sharks,12,Chiefs,11,Angus Gardner,5,15
2015,66,Waratahs,28,Brumbies,13,Craig Joubert,11,12
2015,71,Hurricanes,36,Rebels,12,Stuart Berry,13,8
2015,72,Reds,17,Lions,18,Glen Jackson,8,12
2015,73,Chiefs,37,Cheetahs,27,Craig Joubert,16,8
2015,74,Highlanders,39,Stormers,21,Rohan Hoffmann,7,7
2015,75,Waratahs,23,Blues,11,Jaco Peyper,9,12
2015,76,Sharks,15,Force,9,Nick Briant,9,7
2015,77,Bulls,31,Crusaders,19,Angus Gardner,9,13
2015,81,Hurricanes,25,Stormers,20,Rohan Hoffmann,11,9
2015,82,Rebels,23,Reds,15,Matt O'brien,10,10
2015,83,Chiefs,23,Blues,16,Michael Fraser,8,10
2015,84,Brumbies,20,Cheetahs,3,Ben O'keeffe,10,12
2015,85,Sharks,10,Crusaders,52,Stuart Berry,4,13
2015,86,Lions,22,Bulls,18,Jaco Van heerden,10,12
2015,91,Blues,16,Brumbies,14,Andrew Lees,9,9
2015,92,Crusaders,20,Highlanders,25,Glen Jackson,9,9
2015,93,Waratahs,18,Stormers,32,Michael Fraser,7,8
2015,94,Force,15,Cheetahs,24,Rohan Hoffmann,7,10
2015,96,Lions,23,Sharks,21,Stuart Berry,7,10
2015,95,Bulls,43,Reds,22,Jaco Peyper,8,6
2015,101,Crusaders,9,Chiefs,26,Nick Briant,12,11
2015,102,Hurricanes,24,Waratahs,29,Glen Jackson,8,10
2015,103,Highlanders,30,Blues,24,Chris Pollock,11,6
2015,104,Brumbies,8,Rebels,13,Angus Gardner,10,7
2015,105,Force,6,Stormers,13,Michael Fraser,5,8
2015,106,Sharks,10,Bulls,17,Jaco Peyper,8,9
2015,107,Cheetahs,17,Reds,18,Jaco Van heerden,8,7
2015,111,Chiefs,35,Force,27,Angus Gardner,9,8
2015,112,Brumbies,31,Highlanders,18,Matt O'brien,15,11
2015,113,Crusaders,29,Blues,15,Chris Pollock,9,6
2015,114,Waratahs,18,Rebels,16,Rohan Hoffmann,7,10
2015,115,Lions,34,Cheetahs,29,Jaco Van heerden,9,10
2015,116,Stormers,15,Bulls,13,Jaco Peyper,6,11
2015,117,Reds,19,Hurricanes,35,Nick Briant,12,8
2015,121,Highlanders,48,Sharks,15,Angus Gardner,8,6
2015,122,Brumbies,10,Waratahs,13,Glen Jackson,9,11
2015,123,Blues,41,Force,24,Ben O'keeffe,9,10
2015,124,Hurricanes,29,Crusaders,23,Michael Fraser,14,6
2015,125,Rebels,16,Chiefs,15,Andrew Lees,7,14
2015,126,Cheetahs,25,Stormers,17,Craig Joubert,11,4
2015,127,Bulls,35,Lions,33,Marius van der westhuizen,12,8
2015,131,Crusaders,58,Reds,17,Michael Fraser,13,9
2015,132,Rebels,42,Blues,22,Angus Gardner,3,7
2015,133,Hurricanes,32,Sharks,24,Chris Pollock,9,11
2015,134,Force,18,Waratahs,11,Rohan Hoffmann,12,14
2015,135,Lions,28,Highlanders,23,Craig Joubert,3,11
2015,136,Stormers,25,Brumbies,24,Stuart Berry,5,19
2015,141,Blues,23,Bulls,18,Michael Fraser,10,8
2015,142,Reds,46,Rebels,29,Andrew Lees,9,10
2015,143,Hurricanes,22,Chiefs,18,Glen Jackson,9,14
2015,144,Waratahs,33,Sharks,18,Rohan Hoffmann,6,10
2015,145,Lions,20,Brumbies,30,Jaco Peyper,8,14
2015,146,Cheetahs,24,Highlanders,45,Stuart Berry,4,12
2015,151,Chiefs,34,Bulls,20,Chris Pollock,12,8
2015,152,Reds,14,Sharks,21,Angus Gardner,9,7
2015,153,Blues,5,Hurricanes,29,Nick Briant,9,8
2015,154,Waratahs,32,Crusaders,22,Marius van der westhuizen,8,8
2015,155,Force,3,Highlanders,23,Andrew Lees,7,4
2015,156,Cheetahs,17,Lions,40,Jaco Van heerden,10,8
2015,157,Stormers,31,Rebels,15,Stuart Berry,10,6
2015,161,Crusaders,35,Hurricanes,18,Ben O'keeffe,13,6
2015,162,Brumbies,22,Bulls,16,Marius van der westhuizen,13,10
2015,163,Sharks,25,Rebels,21,Jaco Van heerden,10,10
2015,164,Highlanders,36,Chiefs,9,Nick Briant,9,10
2015,165,Force,10,Reds,32,Matt O'brien,12,11
2015,166,Stormers,42,Cheetahs,12,Craig Joubert,5,15
2015,167,Lions,27,Waratahs,22,Jaco Peyper,9,9
2015,171,Hurricanes,56,Highlanders,20,Jaco Peyper,7,7
2015,172,Force,20,Brumbies,33,Angus Gardner,11,10
2015,173,Rebels,21,Bulls,20,Nick Briant,5,12
2015,174,Blues,11,Crusaders,34,Chris Pollock,10,5
2015,175,Reds,3,Chiefs,24,Michael Fraser,8,16
2015,176,Cheetahs,33,Waratahs,58,Glen Jackson,9,7
2015,177,Stormers,19,Lions,19,Stuart Berry,11,6
2015,181,Blues,7,Highlanders,44,Angus Gardner,9,7
2015,182,Rebels,11,Force,13,Andrew Lees,6,10
2015,183,Brumbies,24,Crusaders,37,Jaco Peyper,13,11
2015,184,Chiefs,13,Hurricanes,21,Chris Pollock,11,12
2015,185,Waratahs,31,Reds,5,Nick Briant,6,12
2015,186,Bulls,29,Cheetahs,42,Craig Joubert,9,12
2015,187,Sharks,34,Stormers,12,Glen Jackson,15,9
2015,191,Highlanders,24,Chiefs,14,Chris Pollock,9,8
2015,192,Stormers,19,Brumbies,39,Jaco Peyper,3,13
2015,201,Hurricanes,29,Brumbies,9,Glen Jackson,9,11
2015,202,Waratahs,17,Highlanders,35,Craig Joubert,7,10
2015,211,Hurricanes,14,Highlanders,21,Jaco Peyper,7,9
2016,11,Blues,33,Highlanders,31,Glen Jackson,6,11
2016,12,Brumbies,52,Hurricanes,10,Andrew Lees,12,8
2016,13,Cheetahs,33,Jaguares,34,Stuart Berry,13,9
2016,14,Sunwolves,13,Lions,26,Ben O'keeffe,14,11
2016,15,Crusaders,21,Chiefs,27,Chris Pollock,6,8
2016,16,NSW Waratahs,30,Reds,10,Angus Gardner,18,10
2016,17,Force,19,Rebels,25,Marius van der Westhuizen,8,9
2016,18,Kings,8,Sharks,43,Jaco Van heerden,12,13
2016,19,Stormers,33,Bulls,9,Craig Joubert,8,12
2016,21,Crusaders,28,Blues,13,Paul Williams,12,10
2016,22,Brumbies,32,NSW Waratahs,15,Marius van der westhuizen,9,13
2016,23,Chiefs,32,Lions,36,Andrew Lees,12,7
2016,24,Highlanders,17,Hurricanes,16,Glen Jackson,4,10
2016,25,Reds,6,Force,22,Angus Gardner,10,10
2016,26,Bulls,45,Rebels,25,Ben O'keeffe,15,7
2016,27,Cheetahs,10,Stormers,20,Craig Joubert,14,12
2016,28,Sharks,19,Jaguares,15,Jaco Peyper,8,11
2016,31,Blues,19,Hurricanes,23,Nick Briant,9,11
2016,32,Force,14,Brumbies,31,Andrew Lees,17,10
2016,33,Highlanders,34,Lions,15,Chris Pollock,10,5
2016,34,Rebels,25,Reds,23,Paul Williams,8,13
2016,35,Sunwolves,31,Cheetahs,32,Quinton Immelman,9,6
2016,36,Kings,24,Chiefs,58,Jaco Van heerden,8,13
2016,37,Stormers,13,Sharks,18,Michael Fraser,9,8
2016,41,Hurricanes,41,Force,6,Paul Williams,10,10
2016,42,NSW Waratahs,26,Highlanders,30,Nick Briant,4,10
2016,43,Bulls,16,Sharks,16,Glen Jackson,9,11
2016,44,Sunwolves,9,Rebels,35,Michael Fraser,12,6
2016,45,Crusaders,57,Kings,24,William Houston,10,7
2016,46,Reds,25,Blues,25,Andrew Lees,7,14
2016,47,Lions,39,Cheetahs,22,Stuart Berry,11,6
2016,48,Stormers,31,Brumbies,11,Jaco Peyper,5,8
2016,49,Jaguares,26,Chiefs,30,Chris Pollock,10,10
2016,51,Hurricanes,42,Kings,20,Brendon Pickerill,9,11
2016,52,Chiefs,53,Force,10,Michael Fraser,5,5
2016,53,Rebels,3,Highlanders,27,Andrew Lees,8,9
2016,54,Sunwolves,27,Bulls,30,Will Houston,16,8
2016,55,Cheetahs,18,Brumbies,25,Glen Jackson,13,16
2016,56,Sharks,14,Crusaders,19,Jaco Peyper,10,9
2016,57,Jaguares,8,Stormers,13,Chris Pollock,12,13
2016,58,Reds,13,NSW Waratahs,15,Ben O'keeffe,8,16
2016,61,Highlanders,32,Force,20,Brendon Pickerill,5,6
2016,62,Lions,37,Crusaders,43,Stuart Berry,6,12
2016,63,Blues,24,Jaguares,16,Michael Fraser,12,11
2016,64,Brumbies,23,Chiefs,48,Angus Gardner,8,11
2016,65,Kings,33,Sunwolves,28,Rasta Rasivhenge,10,11
2016,66,Bulls,23,Cheetahs,18,Craig Joubert,12,12
2016,67,NSW Waratahs,17,Rebels,21,Andrew Lees,11,7
2016,71,Chiefs,29,Blues,23,Jamie Nutbrown,10,4
2016,72,Force,19,Crusaders,20,Ben O'keeffe,10,8
2016,73,Stormers,46,Sunwolves,19,Nic Berry,11,11
2016,74,Hurricanes,40,Jaguares,22,Nick Briant,9,9
2016,75,Reds,28,Highlanders,27,Glen Jackson,9,7
2016,76,Sharks,9,Lions,24,Angus Gardner,13,6
2016,77,Kings,6,Bulls,38,Shuhei Kubo,8,13
2016,81,Crusaders,32,Jaguares,15,Craig Joubert,7,11
2016,82,Rebels,13,Hurricanes,38,Rohan Hoffmann,7,12
2016,83,Cheetahs,92,Sunwolves,17,Nic Berry,7,7
2016,84,Blues,23,Sharks,18,Jaco Peyper,5,10
2016,85,NSW Waratahs,20,Brumbies,26,Nick Briant,8,12
2016,86,Bulls,41,Reds,22,Angus Gardner,4,8
2016,87,Lions,29,Stormers,22,Stuart Berry,10,11
2016,91,Highlanders,14,Sharks,15,Ben O'keeffe,9,12
2016,92,Rebels,36,Cheetahs,14,Glen Jackson,12,13
2016,93,Sunwolves,36,Jaguares,28,Jamie Nutbrown,6,11
2016,94,Hurricanes,27,Chiefs,28,Craig Joubert,4,10
2016,95,Force,13,NSW Waratahs,49,Rohan Hoffmann,6,6
2016,96,Stormers,40,Reds,22,Marius van der westhuizen,5,10
2016,97,Kings,10,Lions,45,Rasta Rasivhenge,10,8
2016,98,Brumbies,14,Crusaders,40,Jaco Peyper,11,8
2016,101,Chiefs,24,Sharks,22,Chris Pollock,7,13
2016,102,Force,20,Bulls,42,Jaco Van heerden,16,8
2016,104,Blues,36,Rebels,30,Craig Joubert,11,7
2016,103,Highlanders,23,Brumbies,10,Nick Briant,12,9
2016,105,Reds,30,Cheetahs,17,Ben O'keeffe,12,13
2016,106,Lions,17,Hurricanes,50,Marius van der westhuizen,5,8
2016,107,Stormers,30,NSW Waratahs,32,Michael Fraser,8,10
2016,108,Jaguares,73,Kings,27,Stuart Berry,10,10
2016,111,Crusaders,38,Reds,5,Brendon Pickerill,14,10
2016,112,Brumbies,23,Bulls,6,Ben O'keeffe,9,14
2016,113,Sunwolves,22,Force,40,Michael Fraser,8,9
2016,114,Chiefs,13,Highlanders,26,Angus Gardner,10,9
