Brumbies,AUS
Rebels,AUS
Reds,AUS
NSW Waratahs,AUS
Waratahs,AUS
Force,AUS
Blues,NZL
Chiefs,NZL
Crusaders,NZL
Highlanders,NZL
Hurricanes,NZL
Bulls,ZAR
Lions,ZAR
Sharks,ZAR
Stormers,ZAR
Cheetahs,ZAR
Southern Kings,ZAR
Kings,ZAR
Cats,ZAR
Jaguares,ARG
Sunwolves,JPN
undefined,NUL
